away-draws,away-goals,away-losses,away-opposition-goals,away-wins,date,home-draws,home-goals,home-losses,home-opposition-goals,home-wins,odds-away,odds-draw,odds-home,result
0,22,1,8,9,2011-01-16,2,11,5,19,3,1.57,3.8,6.0,A
5,14,2,13,3,2011-01-16,1,15,3,14,6,3.75,3.25,2.05,A
3,12,4,13,3,2011-01-16,4,9,2,7,4,4.5,3.4,1.83,H
1,7,8,21,1,2011-01-16,2,25,0,4,8,23.0,8.0,1.11,H
5,12,2,9,3,2011-01-16,1,11,6,17,3,2.75,3.0,2.75,A
2,26,0,5,8,2011-01-22,5,17,1,12,4,1.4,4.2,7.0,A
3,9,2,6,5,2011-01-22,0,22,1,8,9,13.0,5.25,1.25,H
2,9,8,23,0,2011-01-22,1,7,8,21,1,3.8,3.2,2.05,D
2,8,6,19,2,2011-01-22,4,8,4,11,2,3.2,3.1,2.3,H
1,14,4,17,5,2011-01-22,3,9,4,14,3,3.75,3.2,2.05,D
2,14,4,14,4,2011-01-22,3,12,4,13,3,2.55,3.0,2.9,A
1,12,7,21,2,2011-01-22,0,18,6,14,4,8.0,4.4,1.4,D
2,19,2,12,6,2011-01-24,5,16,1,10,4,1.83,3.1,4.33,A
3,8,3,9,4,2011-01-26,1,26,0,4,9,13.0,5.5,1.2,H
2,7,7,20,1,2011-02-04,1,21,2,11,7,10.0,5.25,1.29,D
1,20,5,15,4,2011-02-05,4,16,2,13,4,2.5,3.2,2.8,A
4,16,2,12,4,2011-02-06,2,8,6,19,2,3.3,3.2,2.2,D
3,7,3,10,4,2011-02-06,1,16,4,15,5,4.2,3.3,1.91,D
4,7,4,11,2,2011-02-06,2,13,4,17,4,3.2,3.2,2.3,A
4,8,4,14,2,2011-02-06,3,9,7,21,0,2.45,3.2,2.9,A
2,14,5,16,3,2011-02-06,1,24,0,3,9,17.0,7.5,1.14,H
0,25,1,10,9,2011-02-06,2,13,6,20,2,1.33,4.75,9.0,A
2,12,4,14,4,2011-02-12,4,6,3,10,3,4.2,3.25,1.91,A
2,23,2,14,6,2011-02-12,4,8,3,8,3,1.91,3.3,4.2,D
2,15,3,13,5,2011-02-13,0,26,1,10,9,11.0,5.0,1.29,H
3,9,6,21,1,2011-02-13,3,10,6,22,1,2.8,3.1,2.63,H
4,16,3,15,3,2011-02-13,3,8,4,13,3,3.6,3.2,2.1,H
3,9,7,21,0,2011-02-13,2,14,5,16,3,4.0,3.2,2.0,H
1,24,0,3,9,2011-02-13,1,19,5,15,4,1.91,3.4,4.0,A
2,11,7,21,1,2011-02-14,4,18,2,14,4,4.2,3.3,1.91,D
2,13,4,16,4,2011-02-18,2,12,3,12,5,2.55,3.1,2.8,A
4,9,3,9,3,2011-02-19,3,9,7,21,0,2.6,3.1,2.8,D
2,14,5,16,3,2011-02-20,3,10,6,23,1,3.6,3.2,2.1,A
5,15,2,13,3,2011-02-20,3,15,4,15,3,3.8,3.25,2.0,H
3,12,5,20,2,2011-02-20,3,11,6,20,1,3.25,3.25,2.25,D
3,9,3,11,4,2011-02-20,1,19,5,15,4,5.0,3.5,1.7,A
0,27,1,10,9,2011-02-21,3,23,2,15,5,2.25,3.1,3.3,A
2,8,7,22,1,2011-02-25,2,11,4,14,4,5.5,3.6,1.65,A
1,21,0,3,9,2011-02-26,4,9,3,9,3,1.44,4.33,7.0,A
3,9,6,18,1,2011-02-26,3,11,2,11,5,5.0,3.4,1.75,H
3,8,7,20,0,2011-02-27,5,12,3,12,2,4.75,3.4,1.8,A
2,15,4,14,4,2011-02-27,0,29,0,5,10,12.0,5.5,1.25,H
3,21,2,14,5,2011-02-27,4,5,4,11,2,2.1,3.25,3.5,H
1,11,4,12,5,2011-02-27,1,12,5,13,4,3.6,3.2,2.1,H
1,18,5,14,4,2011-02-28,3,12,5,20,2,2.1,3.25,3.5,D
1,10,5,13,4,2011-03-04,2,9,6,20,2,3.4,3.1,2.25,D
2,9,5,15,3,2011-03-05,1,22,0,3,9,12.0,5.5,1.25,H
1,10,5,12,4,2011-03-06,1,16,5,16,4,4.2,3.2,1.95,A
3,8,4,11,3,2011-03-06,3,9,6,19,1,2.9,3.1,2.5,D
0,27,0,6,10,2011-03-06,2,17,4,12,4,1.85,3.4,4.33,H
4,11,4,12,2,2011-03-06,3,19,3,14,4,7.5,4.2,1.44,H
4,12,4,16,2,2011-03-07,3,12,1,8,6,5.0,3.4,1.75,D
3,6,4,11,3,2011-03-07,3,9,6,18,1,2.3,3.1,3.25,D
4,11,1,8,5,2011-03-11,4,10,4,10,2,2.8,3.0,2.7,H
4,9,5,18,1,2011-03-12,2,9,5,15,3,6.0,3.6,1.62,D
2,19,3,13,5,2011-03-12,1,10,5,12,4,2.0,3.2,4.0,D
4,9,5,17,1,2011-03-13,0,25,1,7,9,17.0,7.5,1.14,D
3,8,6,20,1,2011-03-13,4,7,3,10,3,4.33,3.4,1.85,D
1,14,6,17,3,2011-03-13,5,12,3,15,2,3.0,3.0,2.5,A
0,23,0,2,10,2011-03-14,2,8,5,12,3,1.36,4.5,9.0,A
2,9,5,15,3,2011-03-18,5,9,4,15,1,2.25,3.1,3.3,H
2,5,6,13,2,2011-03-19,3,16,3,12,4,7.0,3.6,1.55,D
4,8,3,10,3,2011-03-20,1,12,6,16,3,3.8,3.25,2.0,H
3,12,4,10,3,2011-03-20,5,11,3,16,2,3.3,3.1,2.25,D
4,8,5,16,1,2011-03-20,0,24,0,2,10,16.0,7.5,1.14,H
5,6,3,10,2,2011-03-20,5,10,4,18,1,2.6,3.1,2.75,H
1,24,1,8,8,2011-03-21,3,11,2,10,5,1.62,3.5,6.0,A
1,9,5,11,4,2011-03-21,2,17,4,13,4,6.25,3.5,1.6,H
2,17,3,10,5,2011-03-27,4,8,3,12,3,2.1,3.2,3.25,A
