away-draws,away-goals,away-losses,away-opposition-goals,away-opposition-shots,away-opposition-shots-on-target,away-shots,away-shots-on-target,away-wins,date,home-draws,home-goals,home-losses,home-opposition-goals,home-opposition-shots,home-opposition-shots-on-target,home-shots,home-shots-on-target,home-wins,odds-away,odds-draw,odds-home,result
4,9,4,14,108,40,125,37,2,2014-01-19,1,9,6,18,142,48,144,41,3,2.9,3.1,2.5,A
0,28,0,4,98,30,175,63,10,2014-01-25,3,11,4,15,100,38,140,39,3,1.73,3.6,4.75,D
4,8,3,8,107,30,87,29,3,2014-01-25,3,21,2,15,125,44,137,59,5,10.0,5.25,1.29,D
4,15,3,13,107,41,189,57,3,2014-01-26,5,9,3,12,98,38,140,37,2,2.0,3.3,3.8,A
3,11,3,10,209,56,90,35,4,2014-01-26,1,17,2,7,125,49,146,50,7,10.0,4.75,1.33,D
1,7,7,20,160,55,122,30,2,2014-01-26,4,14,3,12,120,45,129,46,3,9.5,4.75,1.33,D
2,13,5,19,136,60,123,43,3,2014-01-26,1,4,8,20,149,53,122,32,1,3.1,3.1,2.4,H
1,9,7,20,147,46,145,40,2,2014-01-26,5,15,1,9,124,41,123,46,4,3.8,3.3,2.0,H
5,6,4,13,130,39,110,34,1,2014-01-26,3,15,4,15,128,42,136,45,3,5.0,3.4,1.75,D
2,9,5,16,150,49,112,40,3,2014-01-26,3,17,2,9,151,38,116,52,5,5.0,3.4,1.75,H
5,18,1,9,93,32,172,66,4,2014-01-26,1,14,5,15,173,54,116,37,4,1.75,3.6,4.75,A
1,9,7,18,146,46,143,39,2,2014-02-01,5,7,4,14,142,43,115,36,1,2.9,3.1,2.5,A
2,18,2,10,117,51,160,52,6,2014-02-01,5,9,3,12,113,42,129,35,2,2.25,3.2,3.25,H
2,17,2,8,151,37,120,51,6,2014-02-01,4,17,2,12,110,40,192,64,4,5.75,3.8,1.6,D
4,20,2,15,115,43,139,55,4,2014-02-02,2,9,5,16,150,47,119,41,3,1.85,3.4,4.33,H
1,6,8,21,156,55,114,29,1,2014-02-02,2,6,6,18,152,50,114,28,2,4.0,3.4,1.91,D
4,12,3,14,104,38,134,38,3,2014-02-02,4,9,3,9,118,31,87,29,3,2.4,3.1,3.1,A
5,11,3,12,116,42,129,44,2,2014-02-02,1,28,0,5,104,32,174,61,9,7.5,4.5,1.4,H
1,13,6,17,174,56,116,36,3,2014-02-02,2,10,6,19,133,58,116,36,2,3.0,3.2,2.38,A
4,13,3,12,126,37,138,45,3,2014-02-03,4,12,3,13,210,56,93,35,3,2.88,3.2,2.5,A
2,10,5,15,155,46,116,41,3,2014-02-08,2,16,3,10,117,54,160,50,5,7.0,4.33,1.44,H
4,18,2,13,110,40,192,67,4,2014-02-08,4,20,2,15,111,36,142,53,4,3.75,3.4,2.0,H
3,9,4,11,107,34,92,27,3,2014-02-08,1,11,6,17,151,43,132,41,3,4.5,3.4,1.83,H
1,10,7,20,130,53,117,31,2,2014-02-09,5,10,4,15,127,50,124,42,1,10.0,4.75,1.33,H
4,20,1,9,85,30,179,68,5,2014-02-09,3,13,3,13,105,34,133,40,4,2.0,3.4,3.75,D
4,10,4,14,197,59,93,36,2,2014-02-09,2,9,7,22,159,57,122,35,1,3.0,3.2,2.4,A
3,8,6,21,152,56,118,30,1,2014-02-09,5,16,0,8,119,38,130,50,5,6.5,3.6,1.57,D
5,8,3,11,118,41,132,36,2,2014-02-09,4,13,2,10,124,36,137,49,4,3.5,3.25,2.1,H
5,6,4,14,135,43,120,33,1,2014-02-09,3,17,1,7,164,38,117,49,6,6.0,3.75,1.57,A
1,28,0,6,98,29,180,60,9,2014-02-09,1,15,5,16,174,55,104,33,4,1.4,4.5,8.0,D
4,7,4,14,132,42,122,35,2,2014-02-14,3,18,3,15,135,53,161,63,4,9.0,5.0,1.33,H
4,10,4,14,121,47,118,43,2,2014-02-15,2,18,2,9,106,46,164,50,6,3.4,3.4,2.1,A
5,15,0,7,125,36,125,47,5,2014-02-16,2,10,5,15,157,45,114,40,3,2.8,3.25,2.5,A
2,9,7,21,144,53,132,39,1,2014-02-16,4,8,4,12,109,39,138,37,2,5.0,3.4,1.75,A
3,12,3,12,109,33,124,38,4,2014-02-16,4,7,5,17,135,50,122,27,1,2.25,3.2,3.3,H
1,13,6,17,145,41,120,35,3,2014-02-16,3,10,4,13,177,54,97,37,3,2.63,3.1,2.75,D
3,8,5,14,111,39,89,27,2,2014-02-16,2,28,0,8,100,31,173,58,8,17.0,7.5,1.14,H
3,13,2,9,126,37,137,47,5,2014-02-16,4,19,1,8,77,23,177,66,5,9.0,5.0,1.33,H
4,23,1,15,107,38,159,63,5,2014-02-16,1,8,8,21,133,56,103,26,1,1.57,3.8,6.0,A
3,14,2,8,160,39,114,47,5,2014-02-17,2,17,4,17,176,56,109,36,4,3.1,3.3,2.3,A
3,22,1,8,78,23,174,67,6,2014-02-22,3,6,5,14,127,38,126,35,2,1.5,4.0,7.0,A
4,9,4,15,132,46,126,32,2,2014-02-23,3,6,6,17,111,40,79,23,1,3.6,3.1,2.15,H
3,7,5,12,112,38,134,35,2,2014-02-23,3,11,4,14,122,47,116,45,3,7.5,4.2,1.44,D
2,16,2,8,160,36,108,42,6,2014-02-23,2,30,0,9,100,29,160,58,8,12.0,6.0,1.22,H
0,6,9,21,137,56,99,24,1,2014-02-23,3,11,3,11,112,34,122,37,4,7.5,4.2,1.44,H
2,15,4,16,168,54,114,33,4,2014-02-23,2,11,6,19,137,52,133,38,2,3.0,3.25,2.38,A
3,16,3,14,134,54,161,60,4,2014-02-23,2,12,3,11,131,41,132,44,5,2.3,3.2,3.2,A
1,9,6,18,157,45,121,42,3,2014-02-23,2,16,5,19,141,42,121,38,3,5.0,3.4,1.75,D
3,12,4,15,166,51,104,36,3,2014-02-24,4,21,1,13,103,36,166,63,5,12.0,5.0,1.29,D
2,15,3,8,104,43,156,48,5,2014-02-24,5,18,0,7,129,37,130,50,5,3.0,3.2,2.4,D
3,9,4,12,111,40,117,44,3,2014-03-01,2,22,1,7,83,21,174,62,7,5.5,3.8,1.62,D
3,7,6,17,117,43,83,24,1,2014-03-02,2,9,5,17,153,45,118,41,3,3.75,3.25,2.05,H
2,14,5,17,137,40,115,37,3,2014-03-02,4,6,5,12,124,40,110,29,1,3.0,3.2,2.38,H
3,14,2,12,114,35,112,38,5,2014-03-02,3,16,2,8,94,39,158,45,5,4.2,3.3,1.91,A
4,9,4,15,128,45,133,37,2,2014-03-02,4,12,3,14,145,47,111,38,3,3.6,3.25,2.1,H
4,19,1,11,97,34,163,60,5,2014-03-02,1,11,7,20,142,54,137,35,2,1.53,4.0,6.0,D
2,29,0,9,105,28,156,58,8,2014-03-02,2,16,3,12,125,50,164,63,5,2.0,3.5,3.6,A
5,19,0,8,139,35,123,47,5,2014-03-02,0,8,9,23,139,55,100,26,1,2.05,3.4,3.5,A
2,10,4,13,140,49,123,40,4,2014-03-02,2,15,3,9,154,39,118,42,5,4.75,3.25,1.83,A
3,6,5,13,125,34,128,32,2,2014-03-02,2,16,4,17,178,53,115,34,4,4.0,3.5,1.91,D
3,9,5,12,130,43,101,29,2,2014-03-08,3,9,5,17,137,51,127,33,2,3.3,3.25,2.2,D
1,14,4,12,121,51,175,68,5,2014-03-08,2,14,5,18,139,41,111,39,3,2.38,3.25,3.0,H
0,8,9,20,135,53,96,29,1,2014-03-09,4,6,4,10,116,28,134,34,2,4.0,3.4,1.91,D
3,13,3,13,140,45,115,42,4,2014-03-09,3,8,6,18,120,46,84,22,1,3.6,3.2,2.1,H
2,13,4,11,145,40,132,45,4,2014-03-09,4,7,3,8,108,35,117,40,3,5.5,4.0,1.57,H
3,13,3,9,96,38,158,39,4,2014-03-09,2,27,0,9,115,37,146,55,8,7.5,4.6,1.4,H
1,10,5,17,152,46,115,42,4,2014-03-09,3,13,2,12,122,36,105,36,5,6.0,3.8,1.57,A
3,20,1,6,79,17,163,57,6,2014-03-09,5,16,1,10,96,33,166,58,4,3.3,3.3,2.2,H
2,16,4,17,176,53,116,35,4,2014-03-09,4,17,0,5,132,32,122,45,6,4.6,3.7,1.73,H
2,12,6,19,141,56,137,38,2,2014-03-09,2,11,4,13,150,49,125,42,4,5.0,3.4,1.75,H
4,7,3,8,96,32,117,36,3,2014-03-15,2,12,5,18,175,50,114,31,3,2.15,3.4,3.25,A
1,14,4,14,150,50,135,46,5,2014-03-16,1,10,4,13,151,46,119,44,5,3.3,3.2,2.25,H
3,12,2,9,120,34,102,31,5,2014-03-16,3,9,5,12,138,44,100,28,2,2.63,3.1,2.75,A
3,9,5,15,127,46,92,24,2,2014-03-16,3,12,4,10,100,37,159,34,3,6.0,4.0,1.53,H
2,24,0,8,119,34,143,53,8,2014-03-16,3,14,3,14,138,47,129,47,4,1.44,4.33,7.0,A
5,5,4,10,123,30,124,35,1,2014-03-16,2,13,6,21,145,59,138,40,2,3.4,3.2,2.2,H
3,19,0,5,125,31,129,49,7,2014-03-16,1,14,4,12,120,47,172,68,5,4.33,3.6,1.8,A
4,10,4,14,125,44,135,35,2,2014-03-16,1,8,8,19,134,52,99,29,1,3.4,3.2,2.2,H
2,13,5,17,140,42,111,38,3,2014-03-17,2,18,2,5,81,17,163,59,6,9.5,4.5,1.36,H
4,16,1,9,100,35,169,60,5,2014-03-17,2,9,5,11,151,40,126,41,3,2.15,3.3,3.4,A
2,17,2,7,85,24,162,58,6,2014-03-22,2,10,6,18,131,50,107,28,2,1.57,3.6,6.5,A
2,15,5,21,141,56,138,41,3,2014-03-22,2,8,5,9,147,39,124,41,3,6.0,3.6,1.62,H
2,9,6,14,154,49,102,30,2,2014-03-23,5,6,4,10,112,32,127,37,1,3.25,3.1,2.3,H
2,22,0,8,125,34,136,49,8,2014-03-23,4,9,5,17,134,52,125,36,1,1.4,4.5,8.0,A
1,13,3,10,151,42,119,44,6,2014-03-23,4,9,2,7,98,33,125,43,4,7.5,4.2,1.44,A
1,13,5,16,128,49,170,63,4,2014-03-23,3,13,2,9,118,36,111,33,5,2.88,3.2,2.5,D
3,14,4,11,108,38,150,32,3,2014-03-23,4,15,1,9,97,35,163,58,5,4.33,3.5,1.83,A
3,12,4,15,134,47,126,43,3,2014-03-23,2,22,0,6,130,31,134,50,8,6.0,3.75,1.57,D
2,9,6,19,170,55,116,32,2,2014-03-23,1,14,4,15,143,48,135,46,5,3.8,3.3,2.0,H
1,11,7,18,126,47,110,38,2,2014-03-23,2,14,5,17,152,48,102,43,3,6.0,3.6,1.62,H
1,11,5,10,141,40,136,47,4,2014-03-25,2,19,1,4,81,23,170,58,7,8.0,4.5,1.4,H
2,16,5,21,150,62,129,39,3,2014-03-26,1,13,3,10,162,44,112,42,6,4.5,3.4,1.83,H
2,9,6,21,170,56,125,37,2,2014-03-26,2,8,6,11,151,45,104,30,2,3.5,3.25,2.1,H
4,12,2,10,99,37,160,55,4,2014-03-26,4,8,5,16,130,46,121,32,1,1.75,3.6,4.75,A
4,7,4,10,120,35,127,38,2,2014-03-26,1,9,7,19,138,49,107,31,2,4.0,3.0,2.1,H
2,11,4,13,130,43,164,56,4,2014-03-26,2,15,4,11,114,38,147,34,4,3.25,3.3,2.2,A
3,14,2,10,116,32,123,35,5,2014-03-26,4,13,3,12,128,42,131,45,3,2.4,3.2,3.0,H
3,20,0,6,121,29,133,48,7,2014-03-26,2,19,0,7,125,31,134,42,8,9.0,5.0,1.33,H
1,16,4,15,159,54,130,49,5,2014-03-26,1,7,8,16,123,42,112,31,1,2.75,3.2,2.6,A
2,15,4,14,146,43,111,44,4,2014-03-27,3,9,3,8,99,38,139,44,4,5.0,3.75,1.67,D
1,14,3,10,157,46,113,41,6,2014-03-29,3,5,5,11,126,39,128,37,2,3.25,3.1,2.3,A
1,11,6,17,139,46,116,37,3,2014-03-29,2,12,4,13,127,40,154,55,4,8.0,4.5,1.4,H
3,18,1,8,112,31,133,46,6,2014-03-30,3,11,3,10,119,35,118,35,4,3.5,3.3,2.1,H
2,17,0,6,117,29,126,44,8,2014-03-30,3,14,2,10,107,44,166,59,5,2.5,3.3,2.8,H
2,12,5,13,120,41,145,30,3,2014-03-30,1,16,3,12,157,55,130,52,6,2.5,3.2,2.88,D
2,17,1,5,93,25,171,59,7,2014-03-30,1,8,8,16,134,45,113,35,1,1.53,3.75,7.0,A
2,9,5,10,148,41,105,33,3,2014-03-30,1,10,6,12,149,47,142,44,3,4.33,3.4,1.85,H
4,14,3,12,132,42,130,45,3,2014-03-30,2,9,6,21,162,53,121,35,2,3.4,3.2,2.2,H
4,9,2,7,95,34,148,42,4,2014-03-31,2,16,5,20,141,56,136,42,3,1.91,3.5,4.0,D
4,10,5,17,135,50,130,38,1,2014-03-31,3,13,3,11,146,41,111,43,4,5.0,3.5,1.73,H
3,18,2,10,120,35,138,45,5,2014-04-02,2,16,1,5,98,27,164,53,7,7.0,4.75,1.4,H
2,11,5,18,155,51,130,38,3,2014-04-05,0,10,7,19,133,47,121,37,3,3.1,3.1,2.38,A
2,4,6,12,115,37,134,43,2,2014-04-05,4,11,2,9,99,38,154,45,4,9.0,4.5,1.36,D
1,7,8,15,139,46,110,34,1,2014-04-06,1,16,2,9,162,53,105,42,7,4.33,3.6,1.8,A
2,17,1,6,108,27,157,54,7,2014-04-06,2,9,5,10,144,38,107,33,3,1.62,3.6,6.0,A
1,11,6,13,146,46,141,45,3,2014-04-06,3,10,6,18,135,54,145,45,1,2.88,3.2,2.5,A
3,14,2,10,154,43,117,48,5,2014-04-06,2,9,5,10,130,45,143,30,3,5.25,3.75,1.65,H
1,15,3,11,156,54,135,54,6,2014-04-06,2,13,3,11,123,35,123,38,5,4.75,3.5,1.75,H
2,15,2,9,113,45,156,62,6,2014-04-06,3,19,3,14,125,39,142,43,4,2.38,3.25,3.0,H
2,13,4,12,128,40,150,52,4,2014-04-07,3,11,4,12,129,44,132,45,3,2.0,3.3,3.8,A
3,15,5,21,148,59,135,43,2,2014-04-07,1,16,1,7,119,33,124,43,8,17.0,7.5,1.14,H
1,13,3,11,158,54,103,43,6,2014-04-12,1,20,1,7,123,32,149,53,8,10.0,4.75,1.33,H
2,9,6,13,136,38,112,32,2,2014-04-12,1,8,7,13,134,49,110,36,2,2.9,3.1,2.5,D
2,20,3,14,118,38,143,43,5,2014-04-13,3,6,5,12,126,40,130,50,2,2.3,3.3,3.1,D
0,10,7,18,134,46,128,43,3,2014-04-13,2,12,6,20,150,57,126,39,2,3.2,3.1,2.3,A
2,8,7,17,132,53,139,43,1,2014-04-13,1,14,4,12,142,44,132,49,5,8.0,5.25,1.33,H
2,13,3,11,127,40,119,35,5,2014-04-13,2,15,2,7,109,43,152,60,6,5.25,4.0,1.62,H
5,12,1,8,91,37,164,49,4,2014-04-13,1,14,4,13,152,53,138,52,5,2.25,3.3,3.2,A
3,12,4,13,122,40,140,47,3,2014-04-13,0,12,6,13,132,44,149,49,4,4.5,3.4,1.83,H
2,11,4,10,130,42,151,31,4,2014-04-13,2,10,5,17,161,55,130,42,3,2.25,3.3,3.2,A
1,15,1,6,120,34,121,38,8,2014-04-14,3,13,3,12,160,46,124,48,4,1.62,3.8,5.5,A
1,11,6,20,176,62,127,45,3,2014-04-19,1,14,3,12,161,56,102,44,6,4.0,3.1,2.05,A
1,13,5,17,154,56,142,55,4,2014-04-19,1,8,8,18,145,55,132,45,1,3.2,3.4,2.2,H
2,9,6,13,126,44,123,38,2,2014-04-19,0,14,6,17,143,46,134,50,4,3.75,3.3,2.0,A
1,20,1,8,124,34,155,54,8,2014-04-19,2,14,4,13,127,45,161,37,4,2.25,3.4,3.1,A
3,10,5,13,142,38,106,31,2,2014-04-19,3,12,5,15,114,40,144,49,2,3.5,3.1,2.2,A
4,5,5,12,117,37,132,48,1,2014-04-19,0,15,1,4,121,32,118,37,9,15.0,7.0,1.17,H
0,13,5,12,131,42,141,49,5,2014-04-19,1,15,4,15,129,43,133,42,5,4.75,3.3,1.8,D
2,14,6,23,159,65,126,39,2,2014-04-19,1,14,3,9,127,34,142,46,6,12.0,5.5,1.25,H
5,15,1,8,102,42,164,48,4,2014-04-19,3,17,3,15,117,37,136,38,4,2.88,3.3,2.4,A
2,16,2,8,118,44,141,53,6,2014-04-19,3,10,4,14,162,46,126,44,3,2.05,3.5,3.5,D
1,16,3,9,129,31,149,46,6,2014-04-25,1,20,1,8,136,36,149,56,8,4.2,3.75,1.8,H
2,13,4,12,129,45,170,35,4,2014-04-26,4,5,5,12,121,40,129,46,1,2.1,3.4,3.4,A
3,15,2,9,121,46,132,49,5,2014-04-26,5,15,1,7,99,40,170,50,4,3.1,3.4,2.25,D
2,10,6,14,114,37,133,46,2,2014-04-27,1,15,3,10,162,55,105,45,6,3.3,3.25,2.2,D
2,15,4,15,115,41,137,36,4,2014-04-27,3,11,4,12,139,38,104,30,3,2.38,3.25,3.0,H
2,17,3,15,131,43,140,45,5,2014-04-27,2,12,7,25,167,64,124,37,1,2.25,3.4,3.1,A
0,13,6,15,146,46,134,52,4,2014-04-27,1,14,5,16,158,61,140,55,4,3.1,3.1,2.4,H
3,8,4,12,150,43,127,41,3,2014-04-27,1,13,5,14,132,44,144,52,4,4.33,3.25,1.91,H
1,7,8,18,142,54,136,48,1,2014-04-27,1,12,5,18,178,63,129,47,4,3.1,3.5,2.2,H
0,13,1,3,120,32,121,39,9,2014-04-28,2,10,5,11,115,41,132,41,3,1.4,4.75,7.0,A
0,22,1,8,138,40,153,56,9,2014-05-04,1,7,8,20,147,56,135,45,1,1.44,4.5,6.5,H
1,15,4,13,127,39,143,52,5,2014-05-04,0,12,7,17,147,46,127,48,3,2.6,3.2,2.75,A
4,5,5,14,118,46,133,51,1,2014-05-04,2,10,6,14,129,40,125,43,2,2.88,3.2,2.5,D
5,14,1,6,107,40,168,51,4,2014-05-04,1,14,4,11,135,32,148,43,5,2.8,3.4,2.4,H
1,16,4,15,150,55,145,57,5,2014-05-04,2,14,5,16,115,41,141,34,3,7.5,3.75,1.5,H
2,10,7,24,170,68,120,37,1,2014-05-04,2,7,5,13,156,42,126,36,3,4.2,3.6,1.83,H
1,15,3,10,154,51,121,47,6,2014-05-05,0,15,1,4,117,33,120,39,9,15.0,7.0,1.17,H
1,13,5,16,168,61,131,48,4,2014-05-05,2,16,3,13,141,43,148,52,5,5.25,4.0,1.62,D
2,9,5,11,118,43,137,41,3,2014-05-06,1,14,4,10,134,46,167,41,5,4.75,4.0,1.65,A
2,11,4,11,143,37,106,32,4,2014-05-06,3,14,2,8,124,47,137,47,5,7.0,4.33,1.44,H
3,18,3,16,141,47,154,55,4,2014-05-10,4,14,2,7,111,40,164,50,4,4.5,3.75,1.73,H
2,12,4,13,166,44,125,38,4,2014-05-10,1,16,5,19,170,61,140,52,4,3.1,3.5,2.2,D
1,15,3,9,132,27,140,38,6,2014-05-11,1,13,4,10,161,51,118,44,5,1.62,3.8,5.5,H
1,11,7,19,142,53,138,51,2,2014-05-11,4,5,5,14,115,45,133,48,1,3.6,3.5,2.0,A
0,11,7,16,155,44,123,45,3,2014-05-11,2,8,5,14,154,48,101,30,3,2.1,3.25,3.6,A
1,17,4,13,140,49,173,46,5,2014-05-11,1,12,8,28,169,68,129,39,1,1.8,3.6,4.33,A
0,14,1,4,104,26,129,38,9,2014-05-11,0,23,1,11,138,44,151,54,9,2.8,3.4,2.4,A
2,16,2,7,118,45,148,56,6,2014-05-11,1,14,5,17,141,56,144,57,4,2.15,3.4,3.3,A
3,8,6,14,133,41,114,37,1,2014-05-11,2,13,4,13,126,44,145,44,4,6.5,3.8,1.53,H
2,14,5,16,114,42,136,35,3,2014-05-11,1,16,3,11,124,36,142,49,6,3.3,3.5,2.1,D
1,12,6,20,135,55,154,60,3,2014-05-17,3,13,4,15,161,43,127,42,3,4.5,3.8,1.73,D
1,14,4,11,166,49,124,42,5,2014-05-18,0,12,7,19,162,56,131,51,3,3.1,3.4,2.25,H
4,17,2,8,122,47,158,54,4,2014-05-18,0,10,7,15,147,41,118,43,3,1.95,3.3,4.0,H
2,17,2,11,127,37,152,48,6,2014-05-18,1,18,3,12,133,49,171,49,6,1.95,3.6,3.6,D
0,20,2,10,135,41,149,52,8,2014-05-18,3,9,6,16,136,46,103,34,1,1.73,3.8,4.5,H
1,7,6,14,148,48,103,30,3,2014-05-18,0,14,1,4,111,33,127,41,9,11.0,6.5,1.22,H
3,6,6,16,114,45,153,50,1,2014-05-18,3,19,3,19,139,49,156,60,4,7.0,4.33,1.44,H
1,17,4,15,125,43,153,51,5,2014-05-18,1,16,3,10,135,27,145,35,6,9.0,5.75,1.29,H
2,18,4,19,169,62,139,53,4,2014-05-18,2,20,2,9,132,49,144,57,6,6.5,4.5,1.44,H
1,10,8,25,160,64,120,35,1,2014-05-18,3,11,5,15,117,40,134,33,2,12.0,6.0,1.22,H
0,16,1,4,104,31,134,48,9,2014-08-30,0,11,6,13,151,39,115,43,4,1.5,4.0,7.0,A
2,17,3,13,132,50,176,52,5,2014-08-30,0,18,3,11,133,40,144,52,7,5.0,3.8,1.67,H
2,19,4,22,171,65,139,54,4,2014-08-31,1,12,5,13,174,54,131,47,4,3.6,3.4,2.05,D
2,12,5,14,118,39,137,34,3,2014-08-31,5,8,5,15,200,60,123,33,0,2.35,3.2,3.1,H
2,24,2,10,130,50,151,64,6,2014-08-31,3,10,5,15,141,49,96,33,2,1.95,3.4,3.9,A
3,18,3,19,139,47,157,61,4,2014-08-31,1,16,2,7,131,26,148,41,7,3.75,3.4,2.0,H
2,15,5,20,145,63,154,60,3,2014-08-31,2,11,5,13,148,57,142,47,3,3.3,3.25,2.2,D
1,7,6,15,144,51,102,29,3,2014-08-31,1,15,5,16,132,49,148,46,4,3.0,3.4,2.3,D
4,16,3,10,125,47,154,49,3,2014-08-31,3,19,1,12,129,41,155,49,6,2.3,3.3,3.1,D
4,15,3,15,155,39,137,49,3,2014-09-13,0,16,1,4,103,33,142,49,9,8.0,4.5,1.4,H
2,10,5,12,160,51,132,42,3,2014-09-14,2,8,5,15,145,51,102,30,3,3.1,3.4,2.25,A
2,10,6,16,140,51,102,36,2,2014-09-14,2,16,4,15,140,50,173,52,4,6.0,3.8,1.57,D
2,16,4,16,129,51,147,50,4,2014-09-14,5,15,2,8,126,43,145,45,3,7.0,4.33,1.44,H
4,7,5,13,187,54,117,33,1,2014-09-14,2,18,4,21,136,51,162,63,4,9.0,5.0,1.33,H
0,11,6,12,156,38,113,41,4,2014-09-14,2,26,1,10,128,51,154,64,7,8.0,4.75,1.36,A
0,18,2,7,136,28,145,45,8,2014-09-14,2,11,5,13,117,37,140,32,3,2.6,3.2,2.7,A
4,16,1,11,133,40,148,40,5,2014-09-14,3,11,5,21,133,57,149,54,2,3.1,3.1,2.4,H
3,12,4,12,146,56,141,45,3,2014-09-15,3,19,3,17,167,57,128,50,4,3.3,3.3,2.2,H
0,16,1,3,103,31,150,49,9,2014-09-20,0,21,2,11,137,31,141,46,8,2.25,3.3,3.2,A
3,16,3,13,131,45,185,59,4,2014-09-21,2,10,5,13,168,57,126,41,3,2.3,3.1,3.25,A
2,13,5,15,112,38,136,32,3,2014-09-21,0,9,6,12,178,46,104,34,4,2.5,3.1,2.9,A
2,21,3,19,130,46,164,64,5,2014-09-21,3,8,6,16,147,53,95,31,1,2.5,3.0,3.0,H
4,22,2,8,130,43,147,53,4,2014-09-21,3,11,5,14,141,53,141,45,2,2.0,3.4,3.75,D
2,8,6,17,143,53,104,35,2,2014-09-21,0,17,3,10,139,43,131,46,7,11.0,5.0,1.3,H
3,11,5,20,127,51,140,50,2,2014-09-21,2,15,4,21,134,54,145,46,4,2.7,3.2,2.63,D
3,21,2,17,168,57,133,54,5,2014-09-21,4,15,1,11,118,35,146,38,5,4.0,3.5,1.91,A
2,22,2,9,118,43,170,65,6,2014-09-21,3,15,4,17,153,43,136,48,3,2.2,3.25,3.3,H
4,13,2,11,120,36,151,37,4,2014-09-24,2,7,6,17,133,51,104,36,2,2.7,3.3,2.55,A
3,15,3,19,131,53,150,49,4,2014-09-24,2,17,3,13,134,44,185,61,5,7.0,4.33,1.44,D
2,8,6,14,161,52,145,44,2,2014-09-24,4,21,2,7,134,41,141,50,4,7.0,4.33,1.44,H
3,9,6,18,184,54,108,29,1,2014-09-24,0,17,0,1,99,27,155,51,10,19.0,8.0,1.13,H
4,9,5,14,145,53,139,42,1,2014-09-24,2,20,3,10,118,44,167,61,5,7.0,4.33,1.44,D
0,15,3,8,132,42,126,43,7,2014-09-24,2,14,4,13,111,36,132,33,4,2.0,3.4,3.75,A
0,11,6,12,173,45,107,37,4,2014-09-24,3,11,5,20,125,52,132,46,2,4.2,3.3,1.91,H
3,9,5,13,149,54,92,32,2,2014-09-24,3,19,2,17,178,58,129,50,5,3.5,3.4,2.05,D
3,15,4,17,143,39,132,44,3,2014-09-25,2,18,4,18,124,47,165,65,4,4.5,3.5,1.8,A
0,18,0,1,92,25,167,60,10,2014-09-27,2,8,6,14,170,54,151,42,2,1.55,3.8,6.5,A
4,20,2,19,176,61,132,52,4,2014-09-27,0,14,3,8,120,41,133,44,7,9.0,5.0,1.33,H
1,18,3,13,136,34,143,47,6,2014-09-28,2,8,7,20,202,64,94,25,1,1.62,3.75,5.5,D
3,13,4,19,122,52,133,46,3,2014-09-28,4,10,4,13,160,58,88,35,2,2.6,3.0,2.9,A
2,7,6,16,139,52,97,36,2,2014-09-28,3,21,2,5,136,35,145,50,5,7.0,4.33,1.44,A
3,23,2,12,122,49,171,68,5,2014-09-28,4,13,3,19,141,51,143,45,3,1.8,3.5,4.5,A
3,15,3,12,126,41,181,59,4,2014-09-28,4,13,2,11,122,37,149,35,4,2.5,3.2,2.88,D
2,16,5,19,114,44,175,70,3,2014-09-29,4,11,5,16,152,58,133,42,1,2.4,3.25,2.9,A
2,14,5,15,112,39,132,36,3,2014-09-29,3,15,3,15,139,43,124,43,4,3.4,3.2,2.2,H
1,9,6,12,163,43,97,29,3,2014-10-04,2,18,3,14,134,32,136,48,5,7.0,4.75,1.4,H
1,10,6,16,138,54,105,41,3,2014-10-04,4,17,2,16,170,56,133,49,4,3.75,3.3,2.0,H
3,18,3,9,138,36,144,49,4,2014-10-05,4,11,3,10,133,38,171,55,3,2.9,3.3,2.38,H
0,13,3,7,119,40,134,43,7,2014-10-05,0,19,0,1,90,25,172,64,10,4.5,3.5,1.8,H
3,12,4,19,144,52,138,43,3,2014-10-05,2,18,4,15,115,41,173,73,4,7.0,4.0,1.5,H
5,12,2,11,131,40,153,33,3,2014-10-05,3,20,2,10,116,43,166,64,5,7.0,4.0,1.5,H
4,9,4,12,159,54,85,35,2,2014-10-05,1,15,6,18,111,40,140,40,3,4.0,3.4,1.91,A
2,7,6,14,164,54,151,39,2,2014-10-05,3,14,3,15,113,50,129,41,4,4.5,3.4,1.83,H
2,7,7,19,197,63,94,25,1,2014-10-05,3,19,2,15,146,46,124,47,5,7.5,4.2,1.45,D
1,9,6,13,168,42,98,27,3,2014-10-18,0,14,4,10,115,42,131,41,6,9.0,5.5,1.3,H
0,21,0,3,90,25,175,62,10,2014-10-18,3,13,5,22,148,57,133,44,2,1.4,4.5,7.5,D
1,16,6,18,109,39,140,40,3,2014-10-19,2,6,6,13,162,51,142,34,2,2.88,3.2,2.5,H
3,14,2,13,101,40,138,42,5,2014-10-19,1,8,7,16,139,56,114,44,2,2.75,3.3,2.5,D
1,18,4,14,109,39,169,76,5,2014-10-19,4,14,2,9,136,38,162,60,4,3.6,3.3,2.05,A
2,21,2,10,110,41,179,70,6,2014-10-19,3,16,4,12,141,41,143,47,3,2.8,3.25,2.5,D
3,8,6,19,185,59,92,30,1,2014-10-19,3,9,7,22,148,68,133,36,0,5.5,3.6,1.65,H
