away-draws,away-goals,away-losses,away-opposition-goals,away-wins,date,home-draws,home-goals,home-losses,home-opposition-goals,home-wins,odds-away,odds-draw,odds-home,result
4,9,4,15,2,2010-09-11,4,9,1,4,5,4.75,3.2,1.85,A
2,12,5,16,3,2010-09-11,5,10,3,10,2,5.5,3.5,1.67,H
3,10,4,13,3,2010-09-11,2,10,3,9,5,5.0,3.25,1.8,A
6,9,2,13,2,2010-09-12,2,16,3,11,5,6.0,3.6,1.6,D
2,11,5,13,3,2010-09-12,8,13,0,11,2,2.3,3.1,3.25,H
1,9,4,9,5,2010-09-18,7,11,1,11,2,3.4,3.0,2.3,D
7,15,0,12,3,2010-09-18,1,11,6,16,3,3.6,3.2,2.1,H
3,9,2,5,5,2010-09-18,2,11,4,13,4,3.8,3.2,2.05,H
4,16,3,17,3,2010-09-18,7,12,1,10,2,3.4,3.1,2.1,D
3,14,2,9,5,2010-09-19,2,12,5,14,3,2.9,3.0,2.55,H
6,11,2,10,2,2010-09-19,4,17,1,9,5,4.6,3.25,1.85,H
4,12,3,11,3,2010-09-19,3,13,5,17,2,3.5,3.2,2.15,D
2,11,5,18,3,2010-09-25,6,8,3,11,1,4.0,3.2,2.0,D
7,10,1,10,2,2010-09-25,4,10,4,12,2,3.5,3.0,2.25,H
2,14,3,12,5,2010-09-25,3,13,3,11,4,5.5,3.4,1.7,A
1,15,5,13,4,2010-09-25,3,18,3,12,4,8.5,4.33,1.4,H
4,11,3,10,3,2010-09-25,7,13,1,15,2,2.8,2.9,2.75,A
3,12,5,16,2,2010-09-26,4,16,3,17,3,2.5,3.0,3.0,A
4,16,1,8,5,2010-09-26,2,9,3,6,5,2.7,3.0,2.75,D
3,12,4,13,3,2010-10-02,3,13,4,12,3,5.0,3.4,1.75,H
